sample_id,treatment,day,voc,class_label
130,TA 2,4,"['trimethylamine', 'methanethiol', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'methyl formate', 'acetaldehyde', 'methanethiol', '2-methylbutane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'methanol', 'ethyl chloride', 'furan', 'pentane', 'diethyl ether', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'methylcyclopentane', '2-methylfuran', '2-methyl-2-propanethiol', 'diisopropyl ether', 'hexane', 'methylcyclopentane', 'hexane, 2-methyl-', '2-methyl-2-propanethiol', '2-methylfuran', 'diisopropyl ether', '3-ethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'hexane, 2-methyl-', 'cyclohexane', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'trichloroethane', 'ethene, 1,2-dichloro, (z)-', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', '3-methylheptane', '2-methylheptane', '4-methylheptane', '3-ethylhexane', '1-chloropentane', 'acetic acid', 'n-butanol', '1-methoxy-2-propanol', 'pentan-2-one', 'pent-1-en-3-ol', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'edb', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'octadienone', '2,3-octanedione', '1,5-octadienone', '1-octen-3-ol', 'butyl methacrylate', 'n-hexylbenzene', 'tridecane', '(r)-linden ether', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'p-anisaldehyde', 'geranial', '4-ethylguaiacol']",moderate
131,TA 2,6,"['trimethylamine', 'methanethiol', 'methanol', 'methyl formate', 'acetaldehyde', 'methanethiol', 'pentane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'butane-2,3-dione', 'butanal', '3-buten-2-one', 'vinyl acetate', 'butan-2-one', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', '4-methylheptane', '2-methylheptane', '3-methylheptane', '3-ethylhexane', 'ethyl propanoate', 'octane', 'acetic acid', '(e)-4-octene', '1-octene', '3-ethylhexane', 'acetoin', 'nonane', '3-methyl-octane', 'dibutyl ether', 'pentanol', 'dibromochloromethane', '(z)-3-hexenal', '2-hexanol', 'hexanal', 'edb', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'decane', '2-cyclopenten-1-one', 'furfural', 'undecane', '2,3-octanedione', 'octadienone', '1,5-octadienone', '1-octen-3-ol', 'pentanoic acid', 'undecane', 'octanal', 'trimethylpyrazine', '2-octanol', 'methyl cyclohexanecarboxylate', 'hexanoic acid', 'glycerol', 'phenol', 'delta-valerolactone', 'alpha-ionone', 'methyl eugenol', 'carbamothioic acid, dipropyl, s-propyl ester', 'bis(2-furylmethyl) sulfide', '(e)-methyl cinnamate', 'cinnamic acid', '(e)-cinnamic acid', 'histamine']",moderate
132,TA 2,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '2-methylfuran', 'ethyl acetate', '1-propanethiol', '2,2-dichloropropane', 'methylcyclopentane', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', '2-methylheptane', '4-methylheptane', '3-methylheptane', '3-ethylhexane', '1-chloropentane', 'octane', '(e)-4-octene', '1-octene', '3-ethylhexane', 'acetic acid', '3-pentanol', 'methane, bromodichloro-', '2,3-pentanedione', 'pentan-2-ol', 'methyl butanoate', 'acetoin', 'nonane', '3-methyl-octane', 'dibutyl ether', '1-hexen-3-ol', 'edb', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'nonane 3-methyl', 'ethyl pentanoate', 'vinylbenzene', '2-methylpropanoic acid', 'formamide, n,n-dimethyl-', '1,2-butanediol', '2,3-butanediol', 'butyl 2-propenoate', 'octamethylcyclotetrasiloxane', 'decane', '5-methyl-4-nonene', 'beta-pinene', '1,3,5-trimethylbenzene', 'decane', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'beta-pinene', '1,3,5-trimethylbenzene', 'decane', 'octamethylcyclotetrasiloxane', '1,3,5-trimethylbenzene', 'beta-pinene', '()-.-beta-.-pinene', 'undecane', 'terpinolene', '2-ethyl-5-methylpyrazine', 'hexyl acetate', '2-ethyl-3-methylpyrazine', 'octanal', 'trimethylpyrazine', '2-octanol', '3-octanol', 'propionylpyrroline', 'methyl cyclohexanecarboxylate', 'phenol', 'hexanoic acid', 'glycerol', 'n-nonanal', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'p-anisaldehyde', 'geranial', '4-ethylguaiacol', '(e)-cinnamaldehyde', '4-octanolide', 'thymol', 'anisyl alcohol', 'p-anisaldehyde']",moderate
133,TA 2,6,"['trimethylamine', 'trimethylamine', 'methyl formate', 'methanol', 'acetaldehyde', 'methanethiol', 'pentane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'diethyl ether', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'ethene, 1,2-dichloro, (z)-', 'trichloroethane', '2,2,4-trimethylpentane', '3-ethylpentane', 'heptane', 'hexamethyldisiloxane', '1,1-dichloropropene', '4-methylheptane', '2-methylheptane', '3-methylheptane', '3-ethylhexane', 'but-(e)-2-enal', 'acetic acid', 'formic acid', 'octane', '(e)-4-octene', '1-octene', '1-chloropentane', '1-octene', 'ethyl isobutyrate', 'toluene', '2-methylthiophene', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'edb', 'hexanal', 'beta-pinene', 'sabinene', 'nonane 3-methyl', '3-ethyloctane', 'octamethylcyclotetrasiloxane', '3-methyl-3-sulfanylbutanol-1-ol', '5-methylfurfural', 'aniline', '4-pentanolide', '1-chloroheptane', 'methyl undecanoate', 'decyl acetate', '1-undecylthiol', '2-dodecanol', 'octyl crotonate', 'alpha-ionone', 'carbamothioic acid, dipropyl, s-propyl ester', 'methyl eugenol', 'bis(2-furylmethyl) sulfide', '(e)-methyl cinnamate', 'cinnamic acid', '(e)-cinnamic acid']",moderate
134,TA 2,6,"['trimethylamine', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'butane-2,3-dione', 'butanal', '3-buten-2-one', 'butan-2-one', 'vinyl acetate', 'butane-2,3-dione', 's(+)-2-butanol', 'butan-2-one', '2-butanol', 'butanal', '4-methylheptane', '2-methylheptane', '3-methylheptane', '3-ethylhexane', '1-penten-3-one', 'octane', 'acetic acid', '(e)-4-octene', '1-octene', '3-ethylhexane', '3-methyl-octane', 'acetoin', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', '3-methylbut-2-en-1-ol', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', '2-hexanol', 'edb', '(z)-3-hexenal', 'hexanal', 'octamethylcyclotetrasiloxane', '5-methyl-4-nonene', 'nonane 3-methyl', '3-ethyloctane', '2-methylnonane', 'butyl butanoate', 'ethyl hexanoate', '2,4,5-trimethylthiazole', '3-octanone', 'propyl pentanoate', '2,3-octanedione', 'octadienone', '1,5-octadienone', '1-octen-3-ol', 'butyl methacrylate', 'methyl cyclohexanecarboxylate', 'hexanoic acid', 'phenol', 'glycerol', '2-butyloctanol', '3-decanol', 'methyl salicylate', 'alpha-terpineol', '2-decanol', '6-decenal', '3-dodecanol', '2-dodecanone', 'dodecanal', 'butylate', 'beta-damascenone', 'methyl eugenol', 'p-menthadienhydroperoxide', '(e)-methyl cinnamate', 'methyl cinnamate', 'trans-4,5-epoxy-(e)-2-decenal']",moderate
135,TA 2,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '2,2,4-trimethylpentane', '3-ethylpentane', 'hexamethyldisiloxane', '3-methylhexane', 'butane-2,3-dione', 'heptane', '2,2,4-trimethylpentane', '3-ethylpentane', 'butane-2,3-dione', 'hexamethyldisiloxane', 'acetic acid', 'but-(e)-2-enal', '1-propanol, 2-methyl-', '4-methylheptane', '2-methylheptane', 'acetic acid', 'octane', '(e)-4-octene', '1-octene', 'formic acid', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', 'edb', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'butyl 2-propenoate', 'butyl propanoate', '2-pentanone, 3-mercapto-', 'ethyl pentanoate', 'vinylbenzene', 'beta-pinene', 'octamethylcyclotetrasiloxane', 'sabinene', 'nonane 3-methyl', 'decadiene-1,9', 'decane', 'octamethylcyclotetrasiloxane', '5-methyl-4-nonene', '1,3,5-trimethylbenzene', 'o-chlorotoluene', 'sabinene', 'beta-pinene', 'propylbenzene', 'nonane 3-methyl', '3-ethyloctane', '1-heptanol', 'octadienone', '2,3-octanedione', 'amyl propanoate', '1,5-octadienone', 'octanal', 'trimethylpyrazine', '2-octanol', '3-octanol', 'propionylpyrroline', 'methyl cyclohexanecarboxylate', 'glycerol', 'hexanoic acid', 'benzyl alcohol', 'phenol', '4-ethyl tridecane', 'tetradecane, 7-methyl', 'decyl acetate', 'propionic acid nonyl ester', 'n-octylcyclohexane', '3-dodecanol', '2-dodecanone', 'beta-damascenone', 'dodecanal', '1,2,4-trimethoxybenzene', 'methyl eugenol', 'p-menthadienhydroperoxide', 'trans-4,5-epoxy-(e)-2-decenal', 'carbamothioic acid, dipropyl, s-propyl ester', 'bis(2-furylmethyl) sulfide', 'cinnamic acid', '(e)-cinnamic acid', 'trimethylamine', 'methanethiol', 'methanethiol', 'acetaldehyde', '2-methylbutane', 'methyl formate', 'trimethylamine', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'dimethyl sulfide', 'propanal', 'propenal', 'diethyl ether', 'furan', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '2-methyl-2-propanethiol', 'diisopropyl ether', '2-methylfuran', 'hexane', 'ethane, 1,1-dichloro-', 'acetonitrile', '1-propanol', 'carbon disulfide', 'acrylonitrile', '2-methylpropanal', 'butane-2,3-dione', '3-buten-2-one', 'butanal', 'vinyl acetate', 'butan-2-one', '2,2,4-trimethylpentane', '3-ethylpentane', 'hexamethyldisiloxane', 'heptane', '3-methylhexane', '1-penten-3-one', '3-pentanone', 'pentan-2-one', 'ethyl propanoate', 'pentanal', 'pent-1-en-3-ol', 'pentan-2-one', 'pentan-2-ol', '2,3-pentanedione', '1-penten-3-one', '1-hydroxy-2-propanone', 'n-butanol', '1-chloropentane', '1-octene', 'ethyl isobutyrate', '3-pentanol', 'methane, bromodichloro-', '1,4-dioxane', 'methyl methacrylate', 'methyl butanoate', '4-methyl-octane', '4-ethylheptane', '3-methyl-octane', '2-methyl octane', '3-ethylheptane', 'pentanol', '1-hexen-3-ol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', '(z)-3-hexenal', '2-hexanol', 'hexanal', 'edb', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'decane', 'nonane 3-methyl', '3-ethyloctane', 'propyl 2-methyl-2-propenoate', '2-pentanone, 3-mercapto-', 'heptanal', '4-methoxy-2-methyl-2-mercaptobutane', '(z)-4-heptenal', 'beta-pinene', 'sabinene', 'nonane 3-methyl', '3-ethyloctane', 'propylbenzene', 'heptan-2-ol', '2,6-dimethyl-3-octene', 'cyclohexanone', '(z)-4-heptenal', 'heptanal', '2,3-octanedione', 'octadienone', '1,5-octadienone', '1-octen-3-ol', 'butyl methacrylate', '2-octanol', '3-octanol', '2-octanone', '2-ethyl-6-methylpyrazine', '2-ethyl-5-methylpyrazine', 'n-nonanal', '2-nonanol', 'ethyl 3-(methylthio)propanoate', '3-nonanol', 'fenchol', 'n-hexylbenzene', '(r)-linden ether', 'tridecane', 'triethyl phosphate', 'phenol, 2,6-dimethyl-', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'geranial', '4-ethylguaiacol', 'p-anisaldehyde', '(e)-cinnamaldehyde', '4-octanolide', 'thymol', 'anisyl alcohol', 'p-anisaldehyde', 'thymol', '4-octanolide', 'anisyl alcohol', '(e)-cinnamaldehyde', '[e]-whiskey lactone', 'anisyl alcohol', 'thymol', '4-octanolide', '(e)-cinnamaldehyde', '[e]-whiskey lactone']",moderate
136,TA 2,6,"['trimethylamine', 'methanethiol', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'butane-2,3-dione', 'butanal', '3-buten-2-one', 'vinyl acetate', 's(+)-2-butanol', 'butane-2,3-dione', 'butanal', '3-buten-2-one', 'butan-2-one', '2-butanol', 'benzene', 'isopropyl acetate', '1,1-dichloropropene', '3-methylbutanal', 'trichloroethane', 'fluorobenzene', 'heptane', 'methyl isobutyrate', '2-ethyl furan', 'trichloroethylene', '2-methylheptane', '4-methylheptane', '3-methylheptane', '3-ethylhexane', '1-chloropentane', 'acetic acid', 'formic acid', 'pent-1-en-3-ol', 'pentan-2-one', 'pentan-2-ol', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '1-hexen-3-one', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'edb', 'hexanal', '2-octanol', '3-octanol', 'trimethylpyrazine', 'octanal', '2-octanone', '2-butyloctanol', 'methyl cyclohexanecarboxylate', 'phenol', 'glycerol', 'hexanoic acid', 'n-hexylbenzene', '(r)-linden ether', 'tridecane', '(e)-cinnamaldehyde', 'epoxy-2-nonenal', 'p-anisaldehyde', 'geranial', '4-ethylguaiacol']",moderate
137,TA 2,6,"['trimethylamine', 'methanethiol', 'methyl formate', 'acetaldehyde', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '3-ethylpentane', '2,2,4-trimethylpentane', 'heptane', 'hexamethyldisiloxane', '3-methylhexane', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', '1-penten-3-one', '3-pentanone', 'trometamol', '1-methoxy-2-propanol', 'pentan-2-one', 'pent-1-en-3-ol', 'pentan-2-one', 'pentan-2-ol', '2,3-pentanedione', '1-penten-3-one', '(e)-2-octene', '2,4-octadiene', '(e)-4-octene', 'pentan-2-ol', 'pent-1-en-3-ol', 'ethylcyclohexane', 'propylcyclopentane', '3-methyl-2-butene-1-thiol', '4-ethenylcyclohexene', '1-pentanethiol', '3-methylfuran', 'nonane', 'dibutyl ether', 'pentanol', '1-hexen-3-ol', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'edb', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'decane', '1-heptene-3-one', '1-hexanol', '1-hexanol', '4-heptanol', 'e-2-hexen-1-ol', '(z)-2-hexen-1-ol', '1-heptene-3-one', 'heptan-2-ol', '2,6-dimethyl-3-octene', 'cyclohexanone', '(z)-4-heptenal', 'heptanal', 'undecane', 'pentanoic acid', 'terpinolene', '3-mercapto-4-methyl-2-pentanone', '2,3-octanedione', 'benzaldehyde', 'ethyl (methylthio)acetate', '1-octen-3-ol', 'octadienone', '3-octanol', 'n-nonanal', '2-nonanol', '3-nonanol', 'ethyl 3-(methylthio)propanoate', '(z,z)-3,6-nonadienal']",moderate
138,TA 2,6,"['trimethylamine', 'methanethiol', 'methyl formate', 'acetaldehyde', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanethiol', 'methanol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '3-ethylpentane', '2,2,4-trimethylpentane', 'heptane', 'hexamethyldisiloxane', '3-methylhexane', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', '1-penten-3-one', '3-pentanone', 'trometamol', '1-methoxy-2-propanol', 'pentan-2-one', 'pent-1-en-3-ol', 'pentan-2-one', 'pentan-2-ol', '2,3-pentanedione', '1-penten-3-one', '(e)-2-octene', '2,4-octadiene', '(e)-4-octene', 'pentan-2-ol', 'pent-1-en-3-ol', 'ethylcyclohexane', 'propylcyclopentane', '3-methyl-2-butene-1-thiol', '4-ethenylcyclohexene', '1-pentanethiol', '3-methylfuran', 'nonane', 'dibutyl ether', 'pentanol', '1-hexen-3-ol', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'hexanal', 'edb', '5-methyl-4-nonene', 'octamethylcyclotetrasiloxane', 'decane', '1-heptene-3-one', '1-hexanol', '1-hexanol', '4-heptanol', 'e-2-hexen-1-ol', '(z)-2-hexen-1-ol', '1-heptene-3-one', 'heptan-2-ol', '2,6-dimethyl-3-octene', 'cyclohexanone', '(z)-4-heptenal', 'heptanal', 'undecane', 'pentanoic acid', 'terpinolene', '3-mercapto-4-methyl-2-pentanone', '2,3-octanedione', 'benzaldehyde', 'ethyl (methylthio)acetate', '1-octen-3-ol', 'octadienone', '3-octanol', 'n-nonanal', '2-nonanol', '3-nonanol', 'ethyl 3-(methylthio)propanoate', '(z,z)-3,6-nonadienal']",moderate
139,TA 2,6,"['trimethylamine', 'butane', 'trimethylamine', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'ethene, 1,2-dichloro, (z)-', '1-propanethiol', 'methyl 2-propenoate', 'ethyl acetate', 'chloroform', 'butane-2,3-dione', 's(+)-2-butanol', '2-butanol', 'butan-2-one', 'butanal', 'heptane', 'fluorobenzene', 'methyl isobutyrate', '2-ethyl furan', 'trichloroethylene', '1-methoxy-2-propanol', '1-penten-3-one', 'trometamol', 'n-butanol', '3-pentanone', '3-ethylhexane', '3-methylheptane', '2-methylheptane', '4-methylheptane', '1-chloropentane', 'n-butanol', '1-hydroxy-2-propanone', '1-methoxy-2-propanol', '1-penten-3-one', 'methyl butanoate', '(e)-2-octene', '2,4-octadiene', '(e)-4-octene', 'pentan-2-ol', '3-pentanol', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', 'propane, 1,3-dichloro-', 'edb', '2-hexanol', 'dibromochloromethane', '(z)-3-hexenal', '3-hexanol', '1-heptene-3-one', '1-hexanol', '4-heptanol', '3-heptanone', 'cis-3-hexenol', 'octamethylcyclotetrasiloxane', 'decane', '1,3,5-trimethylbenzene', '5-methyl-4-nonene', 'beta-pinene', '2,3-butanediol', '2-methylpropanoic acid', '2,6-dimethyl-3-octene', 'heptan-2-ol', 'cyclohexanone', 'cyclohexanol', '3-heptanol', '(z)-2-hexen-1-ol', '4-heptanol', '1-hexanol', 'dimethyl sulfoxide', '1-octen-3-one', 'amyl propanoate', '3-octanone', '1-heptanol', 'pentanoic acid', 'undecane', 'terpinolene', '3-mercapto-4-methyl-2-pentanone', 'hexyl acetate', 'undecane', 'pentanoic acid', 'cis-decalin', 'terpinolene', 'octanal', 'n-nonanal', '2-nonanol', 'ethyl 3-(methylthio)propanoate', '3-nonanol', 'fenchol', 'n-hexylbenzene', '(r)-linden ether', 'tridecane', 'triethyl phosphate', 'phenol, 2,6-dimethyl-', 'carbamothioic acid, dipropyl, s-ethyl ester', '1,2-benzenediol', '(s)-3-(1-methyl-2-pyrrolidinyl)pyridine', '(z)-3-hexenyl hexanoate', '2,4,6-trichloroanisole', 'methyl eugenol', 'p-menthadienhydroperoxide', 'methyl cinnamate', '(e)-methyl cinnamate', 'trans-4,5-epoxy-(e)-2-decenal', 'histamine']",moderate
140,TA 2,6,"['trimethylamine', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'pentane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', '2-methyl-2-propanethiol', 'diisopropyl ether', '2-methylfuran', 'hexane', 'ethane, 1,1-dichloro-', '2-methylfuran', '2-methyl-2-propanethiol', 'ethane, 1,1-dichloro-', 'methylcyclopentane', 'vinyl acetate', 'tetrahydrofuran', 'methyl propanoate', '1-propanethiol', 'ethene, 1,2-dichloro, (z)-', 'methyl 2-propenoate', 'butan-2-one', '2-butanol', 'chloroform', 's(+)-2-butanol', 'methane, bromochloro-', 'but-(e)-2-enal', '1-methoxy-2-propanol', 'n-butanol', '1-penten-3-one', 'trometamol', 'acetic acid', 'formic acid', 'pent-1-en-3-ol', 'pentan-2-one', 'pentan-2-ol', 'nonane', '3-methyl-octane', 'dibutyl ether', 'pentanol', '1-hexen-3-ol', 'dibromochloromethane', '2-hexanol', '(z)-3-hexenal', 'edb', 'hexanal', '2-methylpropanoic acid', 'formamide, n,n-dimethyl-', '1,2-butanediol', '2,3-butanediol', 'butyl 2-propenoate', '2,3-butanediol', '2-methylpropanoic acid', '(z)-4-heptenal', 'heptanal', 'heptan-2-ol']",spoiled
141,TA 2,8,"['trimethylamine', 'methanethiol', '2-methylbutane', 'acetaldehyde', 'methanol', 'methanethiol', '2-methylbutane', 'methyl formate', 'methanol', 'acetaldehyde', 'methyl formate', 'methanethiol', 'pentane', 'propanal', 'propenal', 'ethyl chloride', 'ethanol', 'propan-2-one', 'methyl acetate', 'dimethyl sulfide', 'propan-2-one', '2-propanol', '2-methyl-2-propanol', 'carbon disulfide', '1-propanol', 'butanal', 'acetonitrile', 'ethane, 1,1-dichloro-', '2,2,4-trimethylpentane', '3-ethylpentane', 'heptane', 'hexamethyldisiloxane', '3-methylhexane', 'tetrahydrofuran', 'methyl propanoate', '1-butanamine', 'trichloroethane', 'methane, bromochloro-', '2-methylbutanal', 'thiophene', '3-methylbutanal', 'trometamol', 'but-(e)-2-enal', 'n-butanol', '1-methoxy-2-propanol', 'trometamol', 'but-(e)-2-enal', '1-penten-3-one', '2,3-pentanedione', 'methyl butanoate', 'dibromomethane', 'methane, bromodichloro-', 'ethyl acrylate', 'acetoin', '1-hexen-3-ol', 'pentanol', '(e)-2-penten-1-ol', 'ethane, 1,1,2-trichloro-', '2-hexanol', 'edb', 'dibromochloromethane', '(z)-3-hexenal', '3-hexanol', '4-methoxy-2-methyl-2-mercaptobutane', 'propyl 2-methyl-2-propenoate', 'heptanal', '(z)-4-heptenal', '2-pentanone, 3-mercapto-', '()-.-beta-.-pinene', 'decadiene-1,9', 'beta-pinene', 'decane', 'sabinene', '1-octen-3-ol', '1,5-octadienone', 'octadienone', '2,3-octanedione', '2-octanone', '3-octanol', 'benzaldehyde', '2-octanol', 'ethyl (methylthio)acetate', '1-octen-3-ol', 'decane, 5-ethyl', 'cyclopentasiloxane, decamethyl-', 'decane, 4-ethyl', '6-methylundecane', '5-methylundecane', '2-acetylpyridine', '3-methylheptanol', '(z)-2-octenal', 'e-3-octen-2-one', 'benzeneacetaldehyde', 'delta-valerolactone', 'hexanoic acid', 'glycerol', 'methyl cyclohexanecarboxylate', 'benzeneacetaldehyde', 'phenol', 'hexanoic acid', 'methyl cyclohexanecarboxylate', 'delta-valerolactone', 'ethyl 3-(methylthio)propanoate', 'benzoic acid', 'homofuraneol', 'ethyl-4-hydroxymethyl- 3(2h)-furanone', 'maltol', 'camphor']",spoiled
