Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,
23,TA 1,4,3,3.63,"Nonanoic acid, butyl ester",94.16,,,,,
23,TA 1,4,3,3.63,"Heptanoic acid, hexyl ester",94.15,,,,,
23,TA 1,4,3,3.63,Octyl pentanoate,93.78,,,,,
24,TA 1,4,3,4.08,Trimethylamine,61.02,,,,,
24,TA 1,4,3,4.08,Butane,59.67,,,,,
24,TA 1,4,3,4.08,Trimethylamine,11.85,,,,,
24,TA 1,4,3,4.08,Pentane,58.84,,,,,
24,TA 1,4,3,4.08,Acetaldehyde,45.82,,,,,
24,TA 1,4,3,4.08,Methanol,44.06,,,,,
24,TA 1,4,3,4.08,Methanethiol,43.87,,,,,
24,TA 1,4,3,4.08,2-Methylbutane,42.8,,,,,
24,TA 1,4,3,4.08,Acetaldehyde,87.53,,,,,
24,TA 1,4,3,4.08,Methanol,87.28,,,,,
24,TA 1,4,3,4.08,Methanethiol,83.19,,,,,
24,TA 1,4,3,4.08,Pentane,82.12,,,,,
24,TA 1,4,3,4.08,2-Methylbutane,81.16,,,,,
24,TA 1,4,3,4.08,ethyl chloride,45.94,,,,,
24,TA 1,4,3,4.08,ethanol,45.48,,,,,
24,TA 1,4,3,4.08,Furan,34.71,,,,,
24,TA 1,4,3,4.08,Diethyl ether,34.25,,,,,
24,TA 1,4,3,4.08,Propanal,95.14,,,,,
24,TA 1,4,3,4.08,Propenal,94.93,,,,,
24,TA 1,4,3,4.08,ethyl chloride,93.78,,,,,
24,TA 1,4,3,4.08,ethanol,92.52,,,,,
24,TA 1,4,3,4.08,propan-2-one,90.62,,,,,
24,TA 1,4,3,4.08,Methyl acetate,83.11,,,,,
24,TA 1,4,3,4.08,dimethyl sulfide,81.53,,,,,
24,TA 1,4,3,4.08,propan-2-one,81.42,,,,,
24,TA 1,4,3,4.08,2-propanol,79.02,,,,,
24,TA 1,4,3,4.08,2-Methyl-2-propanol,78.95,,,,,
24,TA 1,4,3,4.08,Ethyl Acetate,50.36,,,,,
24,TA 1,4,3,4.08,"2,2-dichloropropane",50.25,,,,,
24,TA 1,4,3,4.08,1-propanethiol,50.13,,,,,
24,TA 1,4,3,4.08,"Ethene, 1,2-dichloro, (Z)-",49.76,,,,,
24,TA 1,4,3,4.08,Methyl 2-propenoate,49.76,,,,,
24,TA 1,4,3,4.08,"Ethene, 1,2-dichloro, (Z)-",66.36,,,,,
24,TA 1,4,3,4.08,Methyl 2-propenoate,66.35,,,,,
24,TA 1,4,3,4.08,1-propanethiol,66.27,,,,,
24,TA 1,4,3,4.08,Ethyl Acetate,65.98,,,,,
24,TA 1,4,3,4.08,"2,2-dichloropropane",65.26,,,,,
24,TA 1,4,3,4.08,butan-2-one,84.28,,,,,
24,TA 1,4,3,4.08,2-butanol,84.1,,,,,
24,TA 1,4,3,4.08,S(+)-2-butanol,83.67,,,,,
24,TA 1,4,3,4.08,Methyl 2-propenoate,82.53,,,,,
24,TA 1,4,3,4.08,"Ethene, 1,2-dichloro, (Z)-",82.51,,,,,
24,TA 1,4,3,4.08,3-Ethylhexane,66.39,,,,,
24,TA 1,4,3,4.08,3-methylheptane,66.36,,,,,
24,TA 1,4,3,4.08,2-Methylheptane,65.33,,,,,
24,TA 1,4,3,4.08,4-Methylheptane,65.24,,,,,
24,TA 1,4,3,4.08,1-Chloropentane,63.37,,,,,
24,TA 1,4,3,4.08,Nonane,51.3,,,,,
24,TA 1,4,3,4.08,1-hexen-3-ol,50.66,,,,,
24,TA 1,4,3,4.08,pentanol,50.53,,,,,
24,TA 1,4,3,4.08,(E)-2-penten-1-ol,50.43,,,,,
24,TA 1,4,3,4.08,"Ethane, 1,1,2-trichloro-",50.1,,,,,
24,TA 1,4,3,4.08,2-hexanol,86.5,,,,,
24,TA 1,4,3,4.08,EDB,86.5,,,,,
24,TA 1,4,3,4.08,Dibromochloromethane,86.16,,,,,
24,TA 1,4,3,4.08,3-hexanol,86.02,,,,,
24,TA 1,4,3,4.08,(Z)-3-hexenal,86.01,,,,,
24,TA 1,4,3,4.08,2-methylpropanoic acid,95.1,,,,,
24,TA 1,4,3,4.08,"Formamide, N,N-dimethyl-",93.09,,,,,
24,TA 1,4,3,4.08,"2,3-Butanediol",92.67,,,,,
24,TA 1,4,3,4.08,Butyl 2-propenoate,92.67,,,,,
24,TA 1,4,3,4.08,"2-Pentanone, 3-mercapto-",92.56,,,,,
24,TA 1,4,3,4.08,pentanoic acid,81.22,,,,,
24,TA 1,4,3,4.08,3-mercapto-4-methyl-2-pentanone,77.96,,,,,
24,TA 1,4,3,4.08,Undecane,66.35,,,,,
24,TA 1,4,3,4.08,terpinolene,64.92,,,,,
24,TA 1,4,3,4.08,2-(5H)-Furanone,89.37,,,,,
24,TA 1,4,3,4.08,cis-Decalin,76.11,,,,,
24,TA 1,4,3,4.08,Undecane,75.3,,,,,
24,TA 1,4,3,4.08,terpinolene,75.29,,,,,
24,TA 1,4,3,4.08,2-Isopropyl-3-methoxypyrazine,74.57,,,,,
24,TA 1,4,3,4.08,"2-Butenoic acid, pentyl ester",90.51,,,,,
24,TA 1,4,3,4.08,Ethyl cyclohexanecarboxylate,90.27,,,,,
24,TA 1,4,3,4.08,Limonene oxide,89.99,,,,,
24,TA 1,4,3,4.08,(Z)-3-Hexenyl isobutyrate,89.97,,,,,
24,TA 1,4,3,4.08,Hexyl isobutyrate,89.58,,,,,
24,TA 1,4,3,4.08,"1,3,8 para-Menthatriene",97.34,,,,,
24,TA 1,4,3,4.08,Sotolon,97.18,,,,,
24,TA 1,4,3,4.08,"Phenol, 2,6-dimethyl-",97.03,,,,,
24,TA 1,4,3,4.08,homofuraneol,96.72,,,,,
24,TA 1,4,3,4.08,"1,2-Dibromo-3-Chloropropane",96.6,,,,,
24,TA 1,4,3,4.08,undecan-2-one,92.52,,,,,
24,TA 1,4,3,4.08,2-Undecanol,92.12,,,,,
24,TA 1,4,3,4.08,Undecanal,92.11,,,,,
24,TA 1,4,3,4.08,3-Undecanol,92.04,,,,,
24,TA 1,4,3,4.08,"2-Propenoic acid, 2-methylheptyl ester",91.74,,,,,
24,TA 1,4,3,4.08,"Tetradecane, 7-methyl",90.49,,,,,
24,TA 1,4,3,4.08,Tetradecane,90.34,,,,,
24,TA 1,4,3,4.08,"Quinoxaline, 2-methyl-",69.31,,,,,
24,TA 1,4,3,4.08,3-Undecanol,69.07,,,,,
24,TA 1,4,3,4.08,"2,4-Decadienal, (E,Z)-",69.05,,,,,
24,TA 1,4,3,4.08,pentadecane,95.5,,,,,
24,TA 1,4,3,4.08,Cinnamaldehyde,93.16,,,,,
24,TA 1,4,3,4.08,Thymol,92.78,,,,,
24,TA 1,4,3,4.08,delta-octalactone,91.83,,,,,
24,TA 1,4,3,4.08,4-vinylguaiacol,91.77,,,,,
24,TA 1,4,3,4.08,Butylate,81.24,,,,,
24,TA 1,4,3,4.08,1-Undecylthiol,81.21,,,,,
24,TA 1,4,3,4.08,octyl crotonate,81.21,,,,,
24,TA 1,4,3,4.08,Methyl undecanoate,80.89,,,,,
24,TA 1,4,3,4.08,2-Dodecanol,80.86,,,,,
25,TA 1,4,3,3.80,Trimethylamine,15.74,,,,,
25,TA 1,4,3,3.80,Acetaldehyde,28.78,,,,,
25,TA 1,4,3,3.80,Methanethiol,28.62,,,,,
25,TA 1,4,3,3.80,2-Methylbutane,27.41,,,,,
25,TA 1,4,3,3.80,Methyl formate,23.63,,,,,
25,TA 1,4,3,3.80,Trimethylamine,23.17,,,,,
25,TA 1,4,3,3.80,Acetaldehyde,55.67,,,,,
25,TA 1,4,3,3.80,Methanol,53.54,,,,,
25,TA 1,4,3,3.80,Methanethiol,53.36,,,,,
25,TA 1,4,3,3.80,2-Methylbutane,52.06,,,,,
25,TA 1,4,3,3.80,Methyl formate,13.25,,,,,
25,TA 1,4,3,3.80,2-methylpentane,78.34,,,,,
25,TA 1,4,3,3.80,ethyl chloride,61.09,,,,,
25,TA 1,4,3,3.80,ethanol,60.47,,,,,
25,TA 1,4,3,3.80,Diethyl ether,5.94,,,,,
25,TA 1,4,3,3.80,Furan,5.77,,,,,
25,TA 1,4,3,3.80,Propanal,96.09,,,,,
25,TA 1,4,3,3.80,Propenal,95.87,,,,,
25,TA 1,4,3,3.80,ethyl chloride,94.11,,,,,
25,TA 1,4,3,3.80,ethanol,93.44,,,,,
25,TA 1,4,3,3.80,propan-2-one,91.61,,,,,
25,TA 1,4,3,3.80,Methyl acetate,73.98,,,,,
25,TA 1,4,3,3.80,dimethyl sulfide,72.01,,,,,
25,TA 1,4,3,3.80,propan-2-one,71.65,,,,,
25,TA 1,4,3,3.80,2-propanol,70.34,,,,,
25,TA 1,4,3,3.80,2-Methyl-2-propanol,70.28,,,,,
25,TA 1,4,3,3.80,"Ethene, 1,2-dichloro, (Z)-",37.66,,,,,
25,TA 1,4,3,3.80,Methyl 2-propenoate,37.55,,,,,
25,TA 1,4,3,3.80,1-propanethiol,37.52,,,,,
25,TA 1,4,3,3.80,Ethyl Acetate,37.22,,,,,
25,TA 1,4,3,3.80,Chloroform,37.12,,,,,
25,TA 1,4,3,3.80,2-butanol,80.01,,,,,
25,TA 1,4,3,3.80,butan-2-one,79.71,,,,,
25,TA 1,4,3,3.80,Chloroform,79.61,,,,,
25,TA 1,4,3,3.80,S(+)-2-butanol,79.61,,,,,
25,TA 1,4,3,3.80,"Methane, bromochloro-",79.31,,,,,
25,TA 1,4,3,3.80,Octane,42.14,,,,,
25,TA 1,4,3,3.80,1-Octene,41.51,,,,,
25,TA 1,4,3,3.80,acetic acid,14.14,,,,,
25,TA 1,4,3,3.80,Formic acid,12.37,,,,,
25,TA 1,4,3,3.80,Nonane,43.34,,,,,
25,TA 1,4,3,3.80,Dibutyl ether,42.28,,,,,
25,TA 1,4,3,3.80,Hexanal,40.5,,,,,
25,TA 1,4,3,3.80,(Z)-3-hexenal,40.43,,,,,
25,TA 1,4,3,3.80,Propylacrylate,40.39,,,,,
25,TA 1,4,3,3.80,Nonane,69.98,,,,,
25,TA 1,4,3,3.80,Dibutyl ether,68.28,,,,,
25,TA 1,4,3,3.80,"1,1,1,2-tetrachloroethane",67.81,,,,,
25,TA 1,4,3,3.80,2-hexanol,64.25,,,,,
25,TA 1,4,3,3.80,EDB,64.25,,,,,
25,TA 1,4,3,3.80,"2-Pentanone, 3-mercapto-",93.36,,,,,
25,TA 1,4,3,3.80,Butyl 2-propenoate,93.36,,,,,
25,TA 1,4,3,3.80,Butyl propanoate,93.05,,,,,
25,TA 1,4,3,3.80,Propyl 2-methyl-2-propenoate,93,,,,,
25,TA 1,4,3,3.80,Pentyl acetate,92.71,,,,,
25,TA 1,4,3,3.80,pentanoic acid,99.34,,,,,
25,TA 1,4,3,3.80,3-mercapto-4-methyl-2-pentanone,95.23,,,,,
25,TA 1,4,3,3.80,Undecane,71.19,,,,,
25,TA 1,4,3,3.80,terpinolene,70.5,,,,,
25,TA 1,4,3,3.80,3-Methyldecane,69.76,,,,,
25,TA 1,4,3,3.80,terpinolene,95.5,,,,,
25,TA 1,4,3,3.80,cis-Decalin,94.45,,,,,
25,TA 1,4,3,3.80,Undecane,94.38,,,,,
25,TA 1,4,3,3.80,2-Isopropyl-3-methoxypyrazine,94.06,,,,,
25,TA 1,4,3,3.80,"2-Ethyl-5,6-dimethylpyrazine",93.82,,,,,
25,TA 1,4,3,3.80,Tridecane,96.41,,,,,
25,TA 1,4,3,3.80,delta-Hexalactone,57.29,,,,,
25,TA 1,4,3,3.80,m-cresol,56.43,,,,,
25,TA 1,4,3,3.80,p-Cresol,56.42,,,,,
25,TA 1,4,3,3.80,Triethyl phosphate,56.2,,,,,
25,TA 1,4,3,3.80,"1,2-Dibromo-3-Chloropropane",95.4,,,,,
25,TA 1,4,3,3.80,p-Cresol,94.48,,,,,
25,TA 1,4,3,3.80,delta-Hexalactone,94.26,,,,,
25,TA 1,4,3,3.80,m-cresol,94.12,,,,,
25,TA 1,4,3,3.80,Sotolon,93.12,,,,,
25,TA 1,4,3,3.80,Tetradecane,99.28,,,,,
25,TA 1,4,3,3.80,E-Tetradec-7-ene,99.03,,,,,
25,TA 1,4,3,3.80,1-Decanethiol,56.11,,,,,
25,TA 1,4,3,3.80,Methyl decanoate,56.09,,,,,
25,TA 1,4,3,3.80,Undecanal,55.85,,,,,
25,TA 1,4,3,3.80,"Tetradecane, 7-methyl",93.22,,,,,
25,TA 1,4,3,3.80,Tetradecane,84.95,,,,,
25,TA 1,4,3,3.80,E-Tetradec-7-ene,84.74,,,,,
25,TA 1,4,3,3.80,"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-",46.39,,,,,
25,TA 1,4,3,3.80,Anethole,46.13,,,,,
25,TA 1,4,3,3.80,3-Methyltetradecane,97.35,,,,,
25,TA 1,4,3,3.80,decanoic acid,79.23,,,,,
25,TA 1,4,3,3.80,"1,2,3-Trimethoxybenzene",78.91,,,,,
25,TA 1,4,3,3.80,"1,2-Benzenediol",78.88,,,,,
25,TA 1,4,3,3.80,"2,4-Decadienal, (E,E)-",78.87,,,,,
25,TA 1,4,3,3.80,pentadecane,94.6,,,,,
25,TA 1,4,3,3.80,alpha-Himachalene,92.16,,,,,
25,TA 1,4,3,3.80,3-Ethyltridecane,91.73,,,,,
25,TA 1,4,3,3.80,4-Methyltetradecane,91.54,,,,,
25,TA 1,4,3,3.80,n-Octylcyclohexane,91.5,,,,,
25,TA 1,4,3,3.80,2-Dodecanone,88.26,,,,,
25,TA 1,4,3,3.80,propionic acid nonyl ester,88.16,,,,,
25,TA 1,4,3,3.80,Decyl acetate,88.07,,,,,
25,TA 1,4,3,3.80,dodecanal,87.74,,,,,
25,TA 1,4,3,3.80,4-Dodecanol,87.7,,,,,
25,TA 1,4,3,3.80,n-Octylbenzene,95.33,,,,,
25,TA 1,4,3,3.80,octyl crotonate,95.14,,,,,
25,TA 1,4,3,3.80,alpha-Himachalene,94.82,,,,,
25,TA 1,4,3,3.80,3-Methyltetradecane,94.19,,,,,
25,TA 1,4,3,3.80,pentadecane,91.58,,,,,
25,TA 1,4,3,3.80,tridecanal,98.7,,,,,
25,TA 1,4,3,3.80,2-tridecanol,98.04,,,,,
25,TA 1,4,3,3.80,Undecyl acetate,97.99,,,,,
25,TA 1,4,3,3.80,Methyl dodecanoate,97.96,,,,,
25,TA 1,4,3,3.80,3-Tridecanol,97.8,,,,,
26,TA 1,4,3,3.10,Trimethylamine,11.29,,,,,
26,TA 1,4,3,3.10,Methyl formate,20.74,,,,,
26,TA 1,4,3,3.10,Trimethylamine,20.55,,,,,
26,TA 1,4,3,3.10,Acetaldehyde,20.36,,,,,
26,TA 1,4,3,3.10,Methanethiol,20.27,,,,,
26,TA 1,4,3,3.10,2-Methylbutane,0.04,,,,,
26,TA 1,4,3,3.10,Acetaldehyde,47.91,,,,,
26,TA 1,4,3,3.10,Methanethiol,46.07,,,,,
26,TA 1,4,3,3.10,Methanol,46.07,,,,,
26,TA 1,4,3,3.10,2-Methylbutane,44.94,,,,,
26,TA 1,4,3,3.10,Methyl formate,9.66,,,,,
26,TA 1,4,3,3.10,Methanol,63.43,,,,,
26,TA 1,4,3,3.10,Acetaldehyde,61,,,,,
26,TA 1,4,3,3.10,Methyl formate,60.56,,,,,
26,TA 1,4,3,3.10,Methanethiol,6.85,,,,,
26,TA 1,4,3,3.10,Pentane,0.7,,,,,
26,TA 1,4,3,3.10,Propanal,95.32,,,,,
26,TA 1,4,3,3.10,Propenal,95.11,,,,,
26,TA 1,4,3,3.10,ethyl chloride,93.87,,,,,
26,TA 1,4,3,3.10,ethanol,92.69,,,,,
26,TA 1,4,3,3.10,propan-2-one,90.7,,,,,
26,TA 1,4,3,3.10,Methyl acetate,98.64,,,,,
26,TA 1,4,3,3.10,dimethyl sulfide,96.85,,,,,
26,TA 1,4,3,3.10,propan-2-one,96.81,,,,,
26,TA 1,4,3,3.10,2-propanol,93.79,,,,,
26,TA 1,4,3,3.10,2-Methyl-2-propanol,93.71,,,,,
26,TA 1,4,3,3.10,"2,2,4-Trimethylpentane",53.13,,,,,
26,TA 1,4,3,3.10,3-Ethylpentane,53.11,,,,,
26,TA 1,4,3,3.10,Heptane,52.97,,,,,
26,TA 1,4,3,3.10,Hexamethyldisiloxane,52.42,,,,,
26,TA 1,4,3,3.10,3-Methylhexane,51.8,,,,,
26,TA 1,4,3,3.10,"butane-2,3-dione",90.72,,,,,
26,TA 1,4,3,3.10,S(+)-2-butanol,89.26,,,,,
26,TA 1,4,3,3.10,Butanal,88.58,,,,,
26,TA 1,4,3,3.10,3-Buten-2-one,87.86,,,,,
26,TA 1,4,3,3.10,Carbon disulfide,84.94,,,,,
26,TA 1,4,3,3.10,Pentanal,84.88,,,,,
26,TA 1,4,3,3.10,"1,2-Dichloropropane",84.63,,,,,
26,TA 1,4,3,3.10,Ethyl acrylate,84.42,,,,,
26,TA 1,4,3,3.10,3-Pentanone,83.73,,,,,
26,TA 1,4,3,3.10,Dibromomethane,83.43,,,,,
26,TA 1,4,3,3.10,"2,3-Pentanedione",73.12,,,,,
26,TA 1,4,3,3.10,Methyl butanoate,72.83,,,,,
26,TA 1,4,3,3.10,Dibromomethane,72.74,,,,,
26,TA 1,4,3,3.10,"Methane, bromodichloro-",72.34,,,,,
26,TA 1,4,3,3.10,Pentanal,72.32,,,,,
26,TA 1,4,3,3.10,1-hexen-3-ol,71.08,,,,,
26,TA 1,4,3,3.10,pentanol,71.06,,,,,
26,TA 1,4,3,3.10,(E)-2-penten-1-ol,70.99,,,,,
26,TA 1,4,3,3.10,"Ethane, 1,1,2-trichloro-",70.3,,,,,
26,TA 1,4,3,3.10,"Propane, 1,3-dichloro-",70.12,,,,,
26,TA 1,4,3,3.10,2-hexanol,95.69,,,,,
26,TA 1,4,3,3.10,EDB,95.63,,,,,
26,TA 1,4,3,3.10,Dibromochloromethane,95.42,,,,,
26,TA 1,4,3,3.10,(Z)-3-hexenal,95.25,,,,,
26,TA 1,4,3,3.10,3-hexanol,95.17,,,,,
26,TA 1,4,3,3.10,Heptanal,98.09,,,,,
26,TA 1,4,3,3.10,(Z)-4-heptenal,97.83,,,,,
26,TA 1,4,3,3.10,Propyl 2-methyl-2-propenoate,97.81,,,,,
26,TA 1,4,3,3.10,4-Methoxy-2-methyl-2-mercaptobutane,97.78,,,,,
26,TA 1,4,3,3.10,"2-Pentanone, 3-mercapto-",97.72,,,,,
26,TA 1,4,3,3.10,pentanoic acid,36.59,,,,,
26,TA 1,4,3,3.10,3-mercapto-4-methyl-2-pentanone,36.38,,,,,
26,TA 1,4,3,3.10,1-Octen-3-ol,35.58,,,,,
26,TA 1,4,3,3.10,"1,5-octadienone",35.48,,,,,
26,TA 1,4,3,3.10,octadienone,35.45,,,,,
26,TA 1,4,3,3.10,2-(5H)-Furanone,69.8,,,,,
26,TA 1,4,3,3.10,3-Octanol,69.26,,,,,
26,TA 1,4,3,3.10,"(E,Z)-2,4-Heptadienal",69.06,,,,,
26,TA 1,4,3,3.10,5-Methylfurfural,68.93,,,,,
26,TA 1,4,3,3.10,3-methyl-3-sulfanylbutanol-1-ol,68.85,,,,,
26,TA 1,4,3,3.10,"1,2,4-Trichlorobenzene",71.32,,,,,
26,TA 1,4,3,3.10,dodecane,71.07,,,,,
26,TA 1,4,3,3.10,2-Isobutyl-3-methoxypyrazine,70.1,,,,,
26,TA 1,4,3,3.10,2-Methoxy-3-(1-methylpropyl)pyrazine,69.85,,,,,
26,TA 1,4,3,3.10,E-2-Nonen-1-ol,68.78,,,,,
26,TA 1,4,3,3.10,n-Hexylbenzene,84.87,,,,,
26,TA 1,4,3,3.10,1-p-menthen-8-thiol,84.77,,,,,
26,TA 1,4,3,3.10,(R)-linden ether,84.2,,,,,
26,TA 1,4,3,3.10,Tridecane,84.18,,,,,
26,TA 1,4,3,3.10,Methyl salicylate,12.15,,,,,
26,TA 1,4,3,3.10,Tetradecane,79.41,,,,,
26,TA 1,4,3,3.10,E-Tetradec-7-ene,79.22,,,,,
26,TA 1,4,3,3.10,"2,6-dimethoxy-phenol",78.37,,,,,
26,TA 1,4,3,3.10,"N,N-dimethylacetamide",78.32,,,,,
26,TA 1,4,3,3.10,(Z)-3-Phenyl-2-propenal,77.65,,,,,
26,TA 1,4,3,3.10,Tetradecane,91.66,,,,,
26,TA 1,4,3,3.10,E-Tetradec-7-ene,91.43,,,,,
26,TA 1,4,3,3.10,"Tetradecane, 7-methyl",89.14,,,,,
26,TA 1,4,3,3.10,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,56,,,,,
26,TA 1,4,3,3.10,ethyl maltol,54.87,,,,,
26,TA 1,4,3,3.10,Methyl undecanoate,93.5,,,,,
26,TA 1,4,3,3.10,octyl crotonate,93.25,,,,,
26,TA 1,4,3,3.10,1-Undecylthiol,93.22,,,,,
26,TA 1,4,3,3.10,2-Dodecanol,92.7,,,,,
26,TA 1,4,3,3.10,2-Dodecanone,92.23,,,,,
26,TA 1,4,3,3.10,alpha-Selinene,95.6,,,,,
26,TA 1,4,3,3.10,pentadecane,94.5,,,,,
26,TA 1,4,3,3.10,Octyl pentanoate,94.42,,,,,
26,TA 1,4,3,3.10,heptyl hexanoate,94.34,,,,,
26,TA 1,4,3,3.10,"Nonanoic acid, butyl ester",94.29,,,,,
26,TA 1,4,3,3.10,4-Tridecanol,94.8,,,,,
26,TA 1,4,3,3.10,beta-Himachalene,94.68,,,,,
26,TA 1,4,3,3.10,2-Tridecanone,94.65,,,,,
26,TA 1,4,3,3.10,propionic acid decyl ester,94.49,,,,,
26,TA 1,4,3,3.10,2-tridecanol,94.4,,,,,
26,TA 1,4,3,3.10,2-Tridecanone,93.42,,,,,
26,TA 1,4,3,3.10,4-Tridecanol,93.25,,,,,
26,TA 1,4,3,3.10,2-tridecanol,93.17,,,,,
26,TA 1,4,3,3.10,3-Tridecanol,92.82,,,,,
26,TA 1,4,3,3.10,beta-Himachalene,92.62,,,,,
27,TA 1,4,3,3.67,Acetaldehyde,18.12,,,,,
27,TA 1,4,3,3.67,Methanethiol,18.03,,,,,
27,TA 1,4,3,3.67,2-Methylbutane,0.04,,,,,
27,TA 1,4,3,3.67,Acetaldehyde,51.06,,,,,
27,TA 1,4,3,3.67,Methanol,49.1,,,,,
27,TA 1,4,3,3.67,Methanethiol,49.09,,,,,
27,TA 1,4,3,3.67,2-Methylbutane,47.89,,,,,
27,TA 1,4,3,3.67,Pentane,4.81,,,,,
27,TA 1,4,3,3.67,Acetaldehyde,31.76,,,,,
27,TA 1,4,3,3.67,Methanol,31.67,,,,,
27,TA 1,4,3,3.67,Methanethiol,30.15,,,,,
27,TA 1,4,3,3.67,2-Methylbutane,29.42,,,,,
27,TA 1,4,3,3.67,Pentane,3.08,,,,,
27,TA 1,4,3,3.67,Propanal,95.54,,,,,
27,TA 1,4,3,3.67,Propenal,95.33,,,,,
27,TA 1,4,3,3.67,ethyl chloride,93.91,,,,,
27,TA 1,4,3,3.67,ethanol,92.9,,,,,
27,TA 1,4,3,3.67,propan-2-one,90.9,,,,,
27,TA 1,4,3,3.67,Methyl acetate,97.77,,,,,
27,TA 1,4,3,3.67,dimethyl sulfide,96,,,,,
27,TA 1,4,3,3.67,propan-2-one,95.78,,,,,
27,TA 1,4,3,3.67,2-propanol,92.97,,,,,
27,TA 1,4,3,3.67,2-Methyl-2-propanol,92.89,,,,,
27,TA 1,4,3,3.67,"butane-2,3-dione",89.8,,,,,
27,TA 1,4,3,3.67,Butanal,89.53,,,,,
27,TA 1,4,3,3.67,3-Buten-2-one,88.8,,,,,
27,TA 1,4,3,3.67,Methyl 2-propenoate,87.35,,,,,
27,TA 1,4,3,3.67,vinyl acetate,87.19,,,,,
27,TA 1,4,3,3.67,"butane-2,3-dione",75.08,,,,,
27,TA 1,4,3,3.67,Butanal,73.31,,,,,
27,TA 1,4,3,3.67,butan-2-one,73.2,,,,,
27,TA 1,4,3,3.67,2-butanol,72.96,,,,,
27,TA 1,4,3,3.67,3-Buten-2-one,72.71,,,,,
27,TA 1,4,3,3.67,Benzene,88.34,,,,,
27,TA 1,4,3,3.67,2-methylbutanal,88.33,,,,,
27,TA 1,4,3,3.67,Isopropyl acetate,88.03,,,,,
27,TA 1,4,3,3.67,Thiophene,87.39,,,,,
27,TA 1,4,3,3.67,3-methylbutanal,86.99,,,,,
27,TA 1,4,3,3.67,n-butanol,88.37,,,,,
27,TA 1,4,3,3.67,1-methoxy-2-propanol,87.63,,,,,
27,TA 1,4,3,3.67,1-penten-3-one,85.96,,,,,
27,TA 1,4,3,3.67,Trometamol,85.6,,,,,
27,TA 1,4,3,3.67,pent-1-en-3-ol,85.35,,,,,
27,TA 1,4,3,3.67,"2,3-Pentanedione",85.83,,,,,
27,TA 1,4,3,3.67,Methyl butanoate,85.61,,,,,
27,TA 1,4,3,3.67,Dibromomethane,85.5,,,,,
27,TA 1,4,3,3.67,Ethyl acrylate,84.98,,,,,
27,TA 1,4,3,3.67,Pentanal,84.96,,,,,
27,TA 1,4,3,3.67,n-butanol,74.58,,,,,
27,TA 1,4,3,3.67,1-Hydroxy-2-propanone,74.33,,,,,
27,TA 1,4,3,3.67,pentan-2-ol,73.52,,,,,
27,TA 1,4,3,3.67,pent-1-en-3-ol,73.52,,,,,
27,TA 1,4,3,3.67,pentan-2-one,72.91,,,,,
27,TA 1,4,3,3.67,Acetoin,94.84,,,,,
27,TA 1,4,3,3.67,Nonane,85.87,,,,,
27,TA 1,4,3,3.67,Dibutyl ether,83.78,,,,,
27,TA 1,4,3,3.67,3-methyl-octane,67.45,,,,,
27,TA 1,4,3,3.67,3-Ethylheptane,67.45,,,,,
27,TA 1,4,3,3.67,2-hexanol,97.15,,,,,
27,TA 1,4,3,3.67,EDB,97.04,,,,,
27,TA 1,4,3,3.67,Dibromochloromethane,96.87,,,,,
27,TA 1,4,3,3.67,(Z)-3-hexenal,96.71,,,,,
27,TA 1,4,3,3.67,3-hexanol,96.61,,,,,
27,TA 1,4,3,3.67,nonane 3-methyl,80.21,,,,,
27,TA 1,4,3,3.67,3-Ethyloctane,80.08,,,,,
27,TA 1,4,3,3.67,Octamethylcyclotetrasiloxane,79.98,,,,,
27,TA 1,4,3,3.67,5-Methyl-4-nonene,79.8,,,,,
27,TA 1,4,3,3.67,beta-Pinene,79.49,,,,,
27,TA 1,4,3,3.67,5-Methyl-4-nonene,94.03,,,,,
27,TA 1,4,3,3.67,Octamethylcyclotetrasiloxane,93.61,,,,,
27,TA 1,4,3,3.67,Decane,92.76,,,,,
27,TA 1,4,3,3.67,"1,3,5-trimethylbenzene",91.2,,,,,
27,TA 1,4,3,3.67,()-.-beta-.-Pinene,90.65,,,,,
27,TA 1,4,3,3.67,Decane,77.26,,,,,
27,TA 1,4,3,3.67,5-Methyl-4-nonene,76.13,,,,,
27,TA 1,4,3,3.67,"1,3,5-trimethylbenzene",75.96,,,,,
27,TA 1,4,3,3.67,Octamethylcyclotetrasiloxane,75.95,,,,,
27,TA 1,4,3,3.67,Myrcene,74.77,,,,,
27,TA 1,4,3,3.67,pentanoic acid,98.61,,,,,
27,TA 1,4,3,3.67,3-mercapto-4-methyl-2-pentanone,94.66,,,,,
27,TA 1,4,3,3.67,1-Octen-3-ol,67.63,,,,,
27,TA 1,4,3,3.67,octadienone,67.52,,,,,
27,TA 1,4,3,3.67,"1,5-octadienone",67.49,,,,,
27,TA 1,4,3,3.67,n-nonanal,91.83,,,,,
27,TA 1,4,3,3.67,ethyl 3-(methylthio)propanoate,91.65,,,,,
27,TA 1,4,3,3.67,Fenchol,91.6,,,,,
27,TA 1,4,3,3.67,Ethyl cyclohexanecarboxylate,91.3,,,,,
27,TA 1,4,3,3.67,2-nonanol,91.09,,,,,
